gid,row,col,xcoord,ycoord,agri_gc
"153201","213","561","100.25","16.25","98.63271"
"153202","213","562","100.75","16.25","77.5"
"153203","213","563","101.25","16.25","45.87346"
"153204","213","564","101.75","16.25","53.37679"
"153205","213","565","102.25","16.25","92.03395"
"153206","213","566","102.75","16.25","97.01234"
"153207","213","567","103.25","16.25","96.09869"
"153208","213","568","103.75","16.25","97.24691"
"153209","213","569","104.25","16.25","91.14815"
"153210","213","570","104.75","16.25","82.71332"
"153211","213","571","105.25","16.25","76.53704"
"153212","213","572","105.75","16.25","54.96296"
"153213","213","573","106.25","16.25","9.615146"
"153214","213","574","106.75","16.25","0.4598765"
"153215","213","575","107.25","16.25","5.24248"
"153216","213","576","107.75","16.25","18.1821"
"153217","213","577","108.25","16.25","5.70679"
"153240","213","600","119.75","16.25","30.22099"
"153241","213","601","120.25","16.25","35.83025"
"153242","213","602","120.75","16.25","75.37037"
"153243","213","603","121.25","16.25","75.42831"
"153244","213","604","121.75","16.25","58.60802"
"153245","213","605","122.25","16.25","13.71296"
"153520","214","160","-100.25","16.75","0.6574074"
"153521","214","161","-99.75","16.75","7.37037"
"153522","214","162","-99.25","16.75","19.25"
"153523","214","163","-98.75","16.75","34.6358"
"153524","214","164","-98.25","16.75","39.90123"
"153525","214","165","-97.75","16.75","13.04321"
"153526","214","166","-97.25","16.75","9.441358"
"153527","214","167","-96.75","16.75","13.16884"
"153528","214","168","-96.25","16.75","6.808642"
"153529","214","169","-95.75","16.75","2.842592"
"153530","214","170","-95.25","16.75","5.651235"
"153531","214","171","-94.75","16.75","6.604939"
"153532","214","172","-94.25","16.75","1.944444"
"153533","214","173","-93.75","16.75","9.191358"
"153534","214","174","-93.25","16.75","7.305555"
"153535","214","175","-92.75","16.75","6.95679"
"153536","214","176","-92.25","16.75","4.780864"
"153537","214","177","-91.75","16.75","9.768518"
"153538","214","178","-91.25","16.75","7.04321"
"153539","214","179","-90.75","16.75","11.58333"
"153540","214","180","-90.25","16.75","7.481482"
"153541","214","181","-89.75","16.75","14.41975"
"153542","214","182","-89.25","16.75","16.11728"
"153543","214","183","-88.75","16.75","23.75309"
"153544","214","184","-88.25","16.75","4.468999"
"153597","214","237","-61.75","16.75","0"
"153670","214","310","-25.25","16.75","1.351852"
"153671","214","311","-24.75","16.75","0.3240741"
"153672","214","312","-24.25","16.75","1.910494"
"153675","214","315","-22.75","16.75","0.2376543"
"153688","214","328","-16.25","16.75","23.50926"
"153689","214","329","-15.75","16.75","17.20062"
"153690","214","330","-15.25","16.75","21.26235"
"153691","214","331","-14.75","16.75","13.1821"
"153692","214","332","-14.25","16.75","2.558642"
"153693","214","333","-13.75","16.75","3.101852"
"153694","214","334","-13.25","16.75","4.05959"
"153695","214","335","-12.75","16.75","8.950617"
"153696","214","336","-12.25","16.75","5.049383"
"153697","214","337","-11.75","16.75","8.577161"
"153698","214","338","-11.25","16.75","3.052469"
"153699","214","339","-10.75","16.75","2.688272"
"153700","214","340","-10.25","16.75","3.222222"
"153701","214","341","-9.75","16.75","1.314815"
"153702","214","342","-9.25","16.75","0.05555556"
"153703","214","343","-8.75","16.75","0.0308642"
"153704","214","344","-8.25","16.75","0.0308642"
"153705","214","345","-7.75","16.75","0.3990178"
"153706","214","346","-7.25","16.75","1.799383"
"153707","214","347","-6.75","16.75","0.00617284"
"153708","214","348","-6.25","16.75","0"
"153709","214","349","-5.75","16.75","0"
"153710","214","350","-5.25","16.75","0.02160494"
"153711","214","351","-4.75","16.75","0.00308642"
"153712","214","352","-4.25","16.75","0.75"
"153713","214","353","-3.75","16.75","4.635802"
"153714","214","354","-3.25","16.75","1.891975"
"153715","214","355","-2.75","16.75","0.5740741"
"153716","214","356","-2.25","16.75","0.08024691"
"153717","214","357","-1.75","16.75","0.1018519"
"153718","214","358","-1.25","16.75","0.287037"
"153719","214","359","-0.75","16.75","0.003103662"
"153720","214","360","-0.25","16.75","0.07407407"
"153721","214","361","0.25","16.75","0.3549383"
"153722","214","362","0.75","16.75","0.287037"
"153723","214","363","1.25","16.75","0.1851852"
"153724","214","364","1.75","16.75","0.3055556"
"153725","214","365","2.25","16.75","0.1975309"
"153726","214","366","2.75","16.75","0.6234568"
"153727","214","367","3.25","16.75","0.2376543"
"153728","214","368","3.75","16.75","0.02160494"
"153729","214","369","4.25","16.75","0"
"153730","214","370","4.75","16.75","0"
"153731","214","371","5.25","16.75","0.00308642"
"153732","214","372","5.75","16.75","0.5"
"153733","214","373","6.25","16.75","0.04320988"
"153734","214","374","6.75","16.75","0.0308642"
"153735","214","375","7.25","16.75","1.401235"
"153736","214","376","7.75","16.75","1.123457"
"153737","214","377","8.25","16.75","0.4012346"
"153738","214","378","8.75","16.75","0.132716"
"153739","214","379","9.25","16.75","0"
"153740","214","380","9.75","16.75","0"
"153741","214","381","10.25","16.75","0"
"153742","214","382","10.75","16.75","0"
"153743","214","383","11.25","16.75","0"
"153744","214","384","11.75","16.75","0"
"153745","214","385","12.25","16.75","0"
"153746","214","386","12.75","16.75","0"
"153747","214","387","13.25","16.75","0"
"153748","214","388","13.75","16.75","0"
"153749","214","389","14.25","16.75","0"
"153750","214","390","14.75","16.75","0"
"153751","214","391","15.25","16.75","0"
"153752","214","392","15.75","16.75","0"
"153753","214","393","16.25","16.75","0.0154321"
"153754","214","394","16.75","16.75","0.1419753"
"153755","214","395","17.25","16.75","0.6077348"
"153756","214","396","17.75","16.75","1.219136"
"153757","214","397","18.25","16.75","0.3858025"
"153758","214","398","18.75","16.75","0.1450617"
"153759","214","399","19.25","16.75","0"
"153760","214","400","19.75","16.75","0"
"153761","214","401","20.25","16.75","0"
"153762","214","402","20.75","16.75","0"
"153763","214","403","21.25","16.75","0"
"153764","214","404","21.75","16.75","0"
"153765","214","405","22.25","16.75","0.00308642"
"153766","214","406","22.75","16.75","0"
"153767","214","407","23.25","16.75","0"
"153768","214","408","23.75","16.75","0"
"153769","214","409","24.25","16.75","0"
"153770","214","410","24.75","16.75","0"
"153771","214","411","25.25","16.75","0"
"153772","214","412","25.75","16.75","0"
"153773","214","413","26.25","16.75","0"
"153774","214","414","26.75","16.75","0"
"153775","214","415","27.25","16.75","0"
"153776","214","416","27.75","16.75","0"
"153777","214","417","28.25","16.75","0"
"153778","214","418","28.75","16.75","0"
"153779","214","419","29.25","16.75","0"
"153780","214","420","29.75","16.75","0"
"153781","214","421","30.25","16.75","0"
"153782","214","422","30.75","16.75","0"
"153783","214","423","31.25","16.75","0"
"153784","214","424","31.75","16.75","0"
"153785","214","425","32.25","16.75","0"
"153786","214","426","32.75","16.75","0.1759259"
"153787","214","427","33.25","16.75","1.472222"
"153788","214","428","33.75","16.75","0.75"
"153789","214","429","34.25","16.75","0"
"153790","214","430","34.75","16.75","0.1080247"
"153791","214","431","35.25","16.75","0.1365611"
"153792","214","432","35.75","16.75","0"
"153793","214","433","36.25","16.75","1.138889"
"153794","214","434","36.75","16.75","0.7962963"
"153795","214","435","37.25","16.75","0.3919753"
"153796","214","436","37.75","16.75","0.7561728"
"153797","214","437","38.25","16.75","6.611111"
"153798","214","438","38.75","16.75","1.320988"
"153799","214","439","39.25","16.75","0.009259259"
"153804","214","444","41.75","16.75","0"
"153805","214","445","42.25","16.75","0"
"153806","214","446","42.75","16.75","4.996913"
"153807","214","447","43.25","16.75","20.51852"
"153808","214","448","43.75","16.75","1.82716"
"153809","214","449","44.25","16.75","0.4567901"
"153810","214","450","44.75","16.75","0.212963"
"153811","214","451","45.25","16.75","0.00617284"
"153812","214","452","45.75","16.75","0"
"153813","214","453","46.25","16.75","0"
"153814","214","454","46.75","16.75","0"
"153815","214","455","47.25","16.75","0"
"153816","214","456","47.75","16.75","0"
"153817","214","457","48.25","16.75","0.03395062"
"153818","214","458","48.75","16.75","0.2253086"
"153819","214","459","49.25","16.75","0"
"153820","214","460","49.75","16.75","0"
"153821","214","461","50.25","16.75","0"
"153822","214","462","50.75","16.75","0"
"153823","214","463","51.25","16.75","0.00308642"
"153824","214","464","51.75","16.75","0.1520794"
"153825","214","465","52.25","16.75","0.1080247"
"153826","214","466","52.75","16.75","7.555555"
"153827","214","467","53.25","16.75","6.312849"
"153828","214","468","53.75","16.75","5.873457"
"153829","214","469","54.25","16.75","0.1265432"
"153830","214","470","54.75","16.75","0.00617284"
"153867","214","507","73.25","16.75","35.14198"
"153868","214","508","73.75","16.75","82.05556"
"153869","214","509","74.25","16.75","95.93827"
"153870","214","510","74.75","16.75","97.12037"
"153871","214","511","75.25","16.75","98.54321"
"153872","214","512","75.75","16.75","98.27436"
"153873","214","513","76.25","16.75","99.84876"
"153874","214","514","76.75","16.75","99.38237"
"153875","214","515","77.25","16.75","98.83642"
"153876","214","516","77.75","16.75","99.61111"
"153877","214","517","78.25","16.75","99.59962"
"153878","214","518","78.75","16.75","99.75309"
"153879","214","519","79.25","16.75","93.75309"
"153880","214","520","79.75","16.75","98.16759"
"153881","214","521","80.25","16.75","87.87963"
"153882","214","522","80.75","16.75","88.6358"
"153883","214","523","81.25","16.75","87.64742"
"153884","214","524","81.75","16.75","89.06173"
"153885","214","525","82.25","16.75","48.60651"
"153909","214","549","94.25","16.75","3.666667"
"153910","214","550","94.75","16.75","77.59361"
"153911","214","551","95.25","16.75","95.10493"
"153912","214","552","95.75","16.75","87.06481"
"153913","214","553","96.25","16.75","89.63377"
"153914","214","554","96.75","16.75","48.43518"
"153915","214","555","97.25","16.75","32.69444"
"153916","214","556","97.75","16.75","70.96992"
"153917","214","557","98.25","16.75","35.46914"
"153918","214","558","98.75","16.75","33.76852"
"153919","214","559","99.25","16.75","64.35444"
"153920","214","560","99.75","16.75","87.6358"
"153921","214","561","100.25","16.75","94.1142"
"153922","214","562","100.75","16.75","42.06173"
"153923","214","563","101.25","16.75","49.33642"
"153924","214","564","101.75","16.75","35.57108"
"153925","214","565","102.25","16.75","83.94753"
"153926","214","566","102.75","16.75","87.24383"
"153927","214","567","103.25","16.75","91.11732"
"153928","214","568","103.75","16.75","80.66975"
"153929","214","569","104.25","16.75","57.55247"
"153930","214","570","104.75","16.75","74.1283"
"153931","214","571","105.25","16.75","70.55864"
"153932","214","572","105.75","16.75","21.07099"
"153933","214","573","106.25","16.75","1.675978"
"153934","214","574","106.75","16.75","5.657407"
"153935","214","575","107.25","16.75","36.98281"
"153936","214","576","107.75","16.75","4.12963"
"153961","214","601","120.25","16.75","27.18827"
"153962","214","602","120.75","16.75","55.76543"
"153963","214","603","121.25","16.75","83.59093"
"153964","214","604","121.75","16.75","97.47839"
"153965","214","605","122.25","16.75","34.79938"
"153966","214","606","122.75","16.75","0"
"154238","215","158","-101.25","17.25","0.8734568"
"154239","215","159","-100.75","17.25","8.858025"
"154240","215","160","-100.25","17.25","12.75309"
"154241","215","161","-99.75","17.25","6.064815"
"154242","215","162","-99.25","17.25","15.36111"
"154243","215","163","-98.75","17.25","14.04321"
"154244","215","164","-98.25","17.25","15.89506"
"154245","215","165","-97.75","17.25","12.77469"
"154246","215","166","-97.25","17.25","18.38889"
"154247","215","167","-96.75","17.25","11.14525"
"154248","215","168","-96.25","17.25","1.802469"
"154249","215","169","-95.75","17.25","6.941358"
"154250","215","170","-95.25","17.25","44.49691"
"154251","215","171","-94.75","17.25","47.05864"
"154252","215","172","-94.25","17.25","15.72222"
"154253","215","173","-93.75","17.25","12.41667"
"154254","215","174","-93.25","17.25","34.66975"
"154255","215","175","-92.75","17.25","36.21296"
"154256","215","176","-92.25","17.25","53.39506"
"154257","215","177","-91.75","17.25","35.35185"
"154258","215","178","-91.25","17.25","17.75926"
"154259","215","179","-90.75","17.25","4.503087"
"154260","215","180","-90.25","17.25","2.030864"
"154261","215","181","-89.75","17.25","2.441358"
"154262","215","182","-89.25","17.25","5.833333"
"154263","215","183","-88.75","17.25","3.16358"
"154264","215","184","-88.25","17.25","1.500921"
"154265","215","185","-87.75","17.25","0.08950617"
"154315","215","235","-62.75","17.25","5.549383"
"154317","215","237","-61.75","17.25","6.015432"
"154390","215","310","-25.25","17.25","3.055556"
"154391","215","311","-24.75","17.25","0.154321"
"154408","215","328","-16.25","17.25","0"
"154409","215","329","-15.75","17.25","0"
"154410","215","330","-15.25","17.25","0"
"154411","215","331","-14.75","17.25","0.2345679"
"154412","215","332","-14.25","17.25","0.4722222"
"154413","215","333","-13.75","17.25","3.537037"
"154414","215","334","-13.25","17.25","11.50528"
"154415","215","335","-12.75","17.25","3.487654"
"154416","215","336","-12.25","17.25","2.37963"
"154417","215","337","-11.75","17.25","1.527778"
"154418","215","338","-11.25","17.25","0.5246913"
"154419","215","339","-10.75","17.25","0.7006173"
"154420","215","340","-10.25","17.25","0.132716"
"154421","215","341","-9.75","17.25","0"
"154422","215","342","-9.25","17.25","0"
"154423","215","343","-8.75","17.25","0"
"154424","215","344","-8.25","17.25","0"
"154425","215","345","-7.75","17.25","0"
"154426","215","346","-7.25","17.25","0.4290124"
"154427","215","347","-6.75","17.25","0"
"154428","215","348","-6.25","17.25","0"
"154429","215","349","-5.75","17.25","0"
"154430","215","350","-5.25","17.25","0"
"154431","215","351","-4.75","17.25","0"
"154432","215","352","-4.25","17.25","0"
"154433","215","353","-3.75","17.25","0"
"154434","215","354","-3.25","17.25","0"
"154435","215","355","-2.75","17.25","0"
"154436","215","356","-2.25","17.25","0"
"154437","215","357","-1.75","17.25","0.00308642"
"154438","215","358","-1.25","17.25","0"
"154439","215","359","-0.75","17.25","0"
"154440","215","360","-0.25","17.25","0"
"154441","215","361","0.25","17.25","0.2098765"
"154442","215","362","0.75","17.25","0"
"154443","215","363","1.25","17.25","0"
"154444","215","364","1.75","17.25","0.00617284"
"154445","215","365","2.25","17.25","0"
"154446","215","366","2.75","17.25","0.04012346"
"154447","215","367","3.25","17.25","0.00308642"
"154448","215","368","3.75","17.25","0"
"154449","215","369","4.25","17.25","0"
"154450","215","370","4.75","17.25","0"
"154451","215","371","5.25","17.25","0.04012346"
"154452","215","372","5.75","17.25","0.01234568"
"154453","215","373","6.25","17.25","0.2901235"
"154454","215","374","6.75","17.25","0.1141975"
"154455","215","375","7.25","17.25","0.4074074"
"154456","215","376","7.75","17.25","1.342593"
"154457","215","377","8.25","17.25","0.4290124"
"154458","215","378","8.75","17.25","0"
"154459","215","379","9.25","17.25","0"
"154460","215","380","9.75","17.25","0"
"154461","215","381","10.25","17.25","0"
"154462","215","382","10.75","17.25","0"
"154463","215","383","11.25","17.25","0"
"154464","215","384","11.75","17.25","0"
"154465","215","385","12.25","17.25","0"
"154466","215","386","12.75","17.25","0"
"154467","215","387","13.25","17.25","0"
"154468","215","388","13.75","17.25","0"
"154469","215","389","14.25","17.25","0"
"154470","215","390","14.75","17.25","0"
"154471","215","391","15.25","17.25","0"
"154472","215","392","15.75","17.25","0"
"154473","215","393","16.25","17.25","0"
"154474","215","394","16.75","17.25","0"
"154475","215","395","17.25","17.25","0"
"154476","215","396","17.75","17.25","0.4290124"
"154477","215","397","18.25","17.25","0"
"154478","215","398","18.75","17.25","2.296296"
"154479","215","399","19.25","17.25","0"
"154480","215","400","19.75","17.25","0"
"154481","215","401","20.25","17.25","0"
"154482","215","402","20.75","17.25","0"
"154483","215","403","21.25","17.25","0.02160494"
"154484","215","404","21.75","17.25","0.00308642"
"154485","215","405","22.25","17.25","0"
"154486","215","406","22.75","17.25","0"
"154487","215","407","23.25","17.25","0"
"154488","215","408","23.75","17.25","0"
"154489","215","409","24.25","17.25","0"
"154490","215","410","24.75","17.25","0"
"154491","215","411","25.25","17.25","0"
"154492","215","412","25.75","17.25","0"
"154493","215","413","26.25","17.25","0"
"154494","215","414","26.75","17.25","0"
"154495","215","415","27.25","17.25","0"
"154496","215","416","27.75","17.25","0"
"154497","215","417","28.25","17.25","0"
"154498","215","418","28.75","17.25","0"
"154499","215","419","29.25","17.25","0"
"154500","215","420","29.75","17.25","0"
"154501","215","421","30.25","17.25","0"
"154502","215","422","30.75","17.25","0"
"154503","215","423","31.25","17.25","0"
"154504","215","424","31.75","17.25","0"
"154505","215","425","32.25","17.25","0"
"154506","215","426","32.75","17.25","0"
"154507","215","427","33.25","17.25","0.03703704"
"154508","215","428","33.75","17.25","4.601852"
"154509","215","429","34.25","17.25","1.904321"
"154510","215","430","34.75","17.25","0.8148148"
"154511","215","431","35.25","17.25","0"
"154512","215","432","35.75","17.25","0"
"154513","215","433","36.25","17.25","0.0308642"
"154514","215","434","36.75","17.25","0.4197531"
"154515","215","435","37.25","17.25","0.3024691"
"154516","215","436","37.75","17.25","0.2376543"
"154517","215","437","38.25","17.25","0.6851852"
"154518","215","438","38.75","17.25","0.05246913"
"154519","215","439","39.25","17.25","0"
"154524","215","444","41.75","17.25","0"
"154525","215","445","42.25","17.25","0.09259259"
"154526","215","446","42.75","17.25","14.61111"
"154527","215","447","43.25","17.25","8.216049"
"154528","215","448","43.75","17.25","1.450617"
"154529","215","449","44.25","17.25","1.027778"
"154530","215","450","44.75","17.25","0"
"154531","215","451","45.25","17.25","0"
"154532","215","452","45.75","17.25","0"
"154533","215","453","46.25","17.25","0"
"154534","215","454","46.75","17.25","0"
"154535","215","455","47.25","17.25","0"
"154536","215","456","47.75","17.25","0"
"154537","215","457","48.25","17.25","0.00617284"
"154538","215","458","48.75","17.25","0.2098765"
"154539","215","459","49.25","17.25","0"
"154540","215","460","49.75","17.25","0"
"154541","215","461","50.25","17.25","0"
"154542","215","462","50.75","17.25","0"
"154543","215","463","51.25","17.25","0"
"154544","215","464","51.75","17.25","0"
"154545","215","465","52.25","17.25","0"
"154546","215","466","52.75","17.25","0.00308642"
"154547","215","467","53.25","17.25","0.006207325"
"154548","215","468","53.75","17.25","4.567901"
"154549","215","469","54.25","17.25","17.38889"
"154550","215","470","54.75","17.25","6.728395"
"154551","215","471","55.25","17.25","0.6234568"
"154587","215","507","73.25","17.25","48.12654"
"154588","215","508","73.75","17.25","74.47839"
"154589","215","509","74.25","17.25","98.8642"
"154590","215","510","74.75","17.25","98.27469"
"154591","215","511","75.25","17.25","98.08334"
"154592","215","512","75.75","17.25","98.88889"
"154593","215","513","76.25","17.25","99.91666"
"154594","215","514","76.75","17.25","97.4581"
"154595","215","515","77.25","17.25","99.08951"
"154596","215","516","77.75","17.25","99.27778"
"154597","215","517","78.25","17.25","90.7635"
"154598","215","518","78.75","17.25","93.52161"
"154599","215","519","79.25","17.25","98.87346"
"154600","215","520","79.75","17.25","98.96255"
"154601","215","521","80.25","17.25","97.33025"
"154602","215","522","80.75","17.25","85.30864"
"154603","215","523","81.25","17.25","65.10242"
"154604","215","524","81.75","17.25","64.52778"
"154605","215","525","82.25","17.25","65.98527"
"154606","215","526","82.75","17.25","23.37037"
"154607","215","527","83.25","17.25","0.009259259"
"154629","215","549","94.25","17.25","0.3950617"
"154630","215","550","94.75","17.25","32.45549"
"154631","215","551","95.25","17.25","98.30556"
"154632","215","552","95.75","17.25","92.54939"
"154633","215","553","96.25","17.25","65.10863"
"154634","215","554","96.75","17.25","82.00309"
"154635","215","555","97.25","17.25","30.44136"
"154636","215","556","97.75","17.25","35.17802"
"154637","215","557","98.25","17.25","6.595679"
"154638","215","558","98.75","17.25","11.34259"
"154639","215","559","99.25","17.25","44.55928"
"154640","215","560","99.75","17.25","89.23766"
"154641","215","561","100.25","17.25","76.91358"
"154642","215","562","100.75","17.25","34.56173"
"154643","215","563","101.25","17.25","41.97839"
"154644","215","564","101.75","17.25","69.27685"
"154645","215","565","102.25","17.25","92.54939"
"154646","215","566","102.75","17.25","87.4537"
"154647","215","567","103.25","17.25","96.47424"
"154648","215","568","103.75","17.25","79.26234"
"154649","215","569","104.25","17.25","88.87963"
"154650","215","570","104.75","17.25","74.23266"
"154651","215","571","105.25","17.25","11.87963"
"154652","215","572","105.75","17.25","6.055555"
"154653","215","573","106.25","17.25","0.9528244"
"154654","215","574","106.75","17.25","26.0463"
"154655","215","575","107.25","17.25","4.732965"
"154681","215","601","120.25","17.25","12.96296"
"154682","215","602","120.75","17.25","67.7963"
"154683","215","603","121.25","17.25","65.91248"
"154684","215","604","121.75","17.25","95.07407"
"154685","215","605","122.25","17.25","29.3642"
"154686","215","606","122.75","17.25","0.4542664"
"154956","216","156","-102.25","17.75","0.728395"
"154957","216","157","-101.75","17.75","2.62963"
"154958","216","158","-101.25","17.75","8.148149"
"154959","216","159","-100.75","17.75","6.919753"
"154960","216","160","-100.25","17.75","9.358025"
"154961","216","161","-99.75","17.75","8.922839"
"154962","216","162","-99.25","17.75","15.78704"
"154963","216","163","-98.75","17.75","29.19444"
"154964","216","164","-98.25","17.75","37.12654"
"154965","216","165","-97.75","17.75","16.66049"
"154966","216","166","-97.25","17.75","10.79938"
"154967","216","167","-96.75","17.75","3.575419"
"154968","216","168","-96.25","17.75","9.117284"
"154969","216","169","-95.75","17.75","59.62037"
"154970","216","170","-95.25","17.75","59.49383"
"154971","216","171","-94.75","17.75","78.15124"
"154972","216","172","-94.25","17.75","52.84259"
"154973","216","173","-93.75","17.75","41.74691"
"154974","216","174","-93.25","17.75","71.22839"
"154975","216","175","-92.75","17.75","76.49074"
"154976","216","176","-92.25","17.75","64.92902"
"154977","216","177","-91.75","17.75","54.44753"
"154978","216","178","-91.25","17.75","29.22531"
"154979","216","179","-90.75","17.75","3.040123"
"154980","216","180","-90.25","17.75","1.07716"
"154981","216","181","-89.75","17.75","0.212963"
"154982","216","182","-89.25","17.75","0.5"
"154983","216","183","-88.75","17.75","6.268518"
"154984","216","184","-88.25","17.75","2.596685"
"154985","216","185","-87.75","17.75","0.02777778"
"155005","216","205","-77.75","17.75","13.99691"
"155006","216","206","-77.25","17.75","21.48765"
"155007","216","207","-76.75","17.75","9.462963"
"155008","216","208","-76.25","17.75","4.42284"
"155017","216","217","-71.75","17.75","4.009932"
"155018","216","218","-71.25","17.75","23.87346"
"155037","216","237","-61.75","17.75","1.555556"
"155128","216","328","-16.25","17.75","0"
"155129","216","329","-15.75","17.75","0"
"155130","216","330","-15.25","17.75","0"
"155131","216","331","-14.75","17.75","0"
"155132","216","332","-14.25","17.75","0"
"155133","216","333","-13.75","17.75","0.00308642"
"155134","216","334","-13.25","17.75","0.3041589"
"155135","216","335","-12.75","17.75","1.17284"
"155136","216","336","-12.25","17.75","2.157408"
"155137","216","337","-11.75","17.75","0.5617284"
"155138","216","338","-11.25","17.75","0.0617284"
"155139","216","339","-10.75","17.75","0"
"155140","216","340","-10.25","17.75","0"
"155141","216","341","-9.75","17.75","0"
"155142","216","342","-9.25","17.75","0"
"155143","216","343","-8.75","17.75","0"
"155144","216","344","-8.25","17.75","0"
"155145","216","345","-7.75","17.75","0"
"155146","216","346","-7.25","17.75","0"
"155147","216","347","-6.75","17.75","0"
"155148","216","348","-6.25","17.75","0"
"155149","216","349","-5.75","17.75","0"
"155150","216","350","-5.25","17.75","0"
"155151","216","351","-4.75","17.75","0"
"155152","216","352","-4.25","17.75","0"
"155153","216","353","-3.75","17.75","0"
"155154","216","354","-3.25","17.75","0"
"155155","216","355","-2.75","17.75","0"
"155156","216","356","-2.25","17.75","0"
"155157","216","357","-1.75","17.75","0"
"155158","216","358","-1.25","17.75","0"
"155159","216","359","-0.75","17.75","0"
"155160","216","360","-0.25","17.75","0"
"155161","216","361","0.25","17.75","0"
"155162","216","362","0.75","17.75","0.06790123"
"155163","216","363","1.25","17.75","0"
"155164","216","364","1.75","17.75","0.01851852"
"155165","216","365","2.25","17.75","0"
"155166","216","366","2.75","17.75","0"
"155167","216","367","3.25","17.75","0"
"155168","216","368","3.75","17.75","0"
"155169","216","369","4.25","17.75","0"
"155170","216","370","4.75","17.75","0"
"155171","216","371","5.25","17.75","0.02160494"
"155172","216","372","5.75","17.75","0.00308642"
"155173","216","373","6.25","17.75","0.00617284"
"155174","216","374","6.75","17.75","0.2685185"
"155175","216","375","7.25","17.75","0.07407407"
"155176","216","376","7.75","17.75","1.987654"
"155177","216","377","8.25","17.75","0.4814815"
"155178","216","378","8.75","17.75","0.08950617"
"155179","216","379","9.25","17.75","0"
"155180","216","380","9.75","17.75","0"
"155181","216","381","10.25","17.75","0"
"155182","216","382","10.75","17.75","0"
"155183","216","383","11.25","17.75","0"
"155184","216","384","11.75","17.75","0"
"155185","216","385","12.25","17.75","0"
"155186","216","386","12.75","17.75","0"
"155187","216","387","13.25","17.75","0"
"155188","216","388","13.75","17.75","0"
"155189","216","389","14.25","17.75","0"
"155190","216","390","14.75","17.75","0"
"155191","216","391","15.25","17.75","0"
"155192","216","392","15.75","17.75","0"
"155193","216","393","16.25","17.75","0"
"155194","216","394","16.75","17.75","0"
"155195","216","395","17.25","17.75","0"
"155196","216","396","17.75","17.75","0"
"155197","216","397","18.25","17.75","0"
"155198","216","398","18.75","17.75","0"
"155199","216","399","19.25","17.75","0.0308642"
"155200","216","400","19.75","17.75","0"
"155201","216","401","20.25","17.75","0"
"155202","216","402","20.75","17.75","0"
"155203","216","403","21.25","17.75","0"
"155204","216","404","21.75","17.75","0"
"155205","216","405","22.25","17.75","0"
"155206","216","406","22.75","17.75","0"
"155207","216","407","23.25","17.75","0"
"155208","216","408","23.75","17.75","0"
"155209","216","409","24.25","17.75","0"
"155210","216","410","24.75","17.75","0"
"155211","216","411","25.25","17.75","0"
"155212","216","412","25.75","17.75","0"
"155213","216","413","26.25","17.75","0"
"155214","216","414","26.75","17.75","0"
"155215","216","415","27.25","17.75","0"
"155216","216","416","27.75","17.75","0"
"155217","216","417","28.25","17.75","0"
"155218","216","418","28.75","17.75","0"
"155219","216","419","29.25","17.75","0"
"155220","216","420","29.75","17.75","0"
"155221","216","421","30.25","17.75","0"
"155222","216","422","30.75","17.75","0"
"155223","216","423","31.25","17.75","0.8117284"
"155224","216","424","31.75","17.75","0"
"155225","216","425","32.25","17.75","0"
"155226","216","426","32.75","17.75","0.03703704"
"155227","216","427","33.25","17.75","0"
"155228","216","428","33.75","17.75","1.33642"
"155229","216","429","34.25","17.75","0.1790123"
"155230","216","430","34.75","17.75","0"
"155231","216","431","35.25","17.75","0"
"155232","216","432","35.75","17.75","0"
"155233","216","433","36.25","17.75","0"
"155234","216","434","36.75","17.75","0"
"155235","216","435","37.25","17.75","2.259259"
"155236","216","436","37.75","17.75","0.5401235"
"155237","216","437","38.25","17.75","0.6111111"
"155238","216","438","38.75","17.75","0"
"155244","216","444","41.75","17.75","0.009259259"
"155245","216","445","42.25","17.75","0.8827161"
"155246","216","446","42.75","17.75","4.552469"
"155247","216","447","43.25","17.75","2.228395"
"155248","216","448","43.75","17.75","0.1172839"
"155249","216","449","44.25","17.75","0.7777778"
"155250","216","450","44.75","17.75","0.04938272"
"155251","216","451","45.25","17.75","0"
"155252","216","452","45.75","17.75","0"
"155253","216","453","46.25","17.75","0"
"155254","216","454","46.75","17.75","0"
"155255","216","455","47.25","17.75","0"
"155256","216","456","47.75","17.75","0"
"155257","216","457","48.25","17.75","0"
"155258","216","458","48.75","17.75","0"
"155259","216","459","49.25","17.75","0"
"155260","216","460","49.75","17.75","0"
"155261","216","461","50.25","17.75","0"
"155262","216","462","50.75","17.75","0"
"155263","216","463","51.25","17.75","0"
"155264","216","464","51.75","17.75","0"
"155265","216","465","52.25","17.75","0"
"155266","216","466","52.75","17.75","0"
"155267","216","467","53.25","17.75","0.02172564"
"155268","216","468","53.75","17.75","0"
"155269","216","469","54.25","17.75","0"
"155270","216","470","54.75","17.75","0.009259259"
"155271","216","471","55.25","17.75","0.00308642"
"155272","216","472","55.75","17.75","0.4814815"
"155273","216","473","56.25","17.75","0.8395061"
"155307","216","507","73.25","17.75","70.14198"
"155308","216","508","73.75","17.75","79.2963"
"155309","216","509","74.25","17.75","98.74691"
"155310","216","510","74.75","17.75","97.29939"
"155311","216","511","75.25","17.75","98.5463"
"155312","216","512","75.75","17.75","96.4401"
